"","Type","SMILES.1"
"1510","OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1","OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1"
"1511","NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O"
"1512","Cl.CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C","Cl.CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C"
"1513","CC1=CC=C(C=C1Cl)[N+]([O-])=O","CC1=CC=C(C=C1Cl)[N+]([O-])=O"
"1514","NC1=C(Cl)C=C(C=C1)[N+]([O-])=O","NC1=C(Cl)C=C(C=C1)[N+]([O-])=O"
"1515","NC1=C(O)C=C(C=C1)[N+]([O-])=O","NC1=C(O)C=C(C=C1)[N+]([O-])=O"
"1516","CC(=O)C1=CC=CC(=C1)[N+]([O-])=O","CC(=O)C1=CC=CC(=C1)[N+]([O-])=O"
"1517","[O-][N+](=O)C1=CC(=CC=C1)C(Cl)=O","[O-][N+](=O)C1=CC(=CC=C1)C(Cl)=O"
"1518","OC(=O)C1=CC(=CC=C1)C(O)=O","OC(=O)C1=CC(=CC=C1)C(O)=O"
"1519","OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O","OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O"
"1520","OC(=O)C1=CC=CC(=C1)[N+]([O-])=O","OC(=O)C1=CC=CC(=C1)[N+]([O-])=O"
"1521","CCCCCCCCOC(=O)C1=CC=C(O)C=C1","CCCCCCCCOC(=O)C1=CC=C(O)C=C1"
"1522","O.N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1","O.N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1"
"1523","COC(=O)C1=CC=C(OC)C=C1","COC(=O)C1=CC=C(OC)C=C1"
"1524","CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1","CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1"
"1525","CC(=O)C1=CC=C(C)C=C1","CC(=O)C1=CC=C(C)C=C1"
"1526","ClC(=O)C1=CC=C(Cl)C=C1","ClC(=O)C1=CC=C(Cl)C=C1"
"1527","CC(C)C1=CC=C(C=O)C=C1","CC(C)C1=CC=C(C=O)C=C1"
"1528","[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O","[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O"
"1529","COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1"
"1530","Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F","Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F"
"1531","COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1"
"1532","COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O","COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O"
"1533","[Na+].CN(C)C=NC1=C(I)C(CCC([O-])=O)=C(I)C=C1I","[Na+].CN(C)C=NC1=C(I)C(CCC([O-])=O)=C(I)C=C1I"
"1534","CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O","CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O"
"1535","[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1","[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1"
"1536","[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1","[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1"
"1537","CC(O)CN(CC(C)O)CC(C)O","CC(O)CN(CC(C)O)CC(C)O"
"1538","CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1","CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1"
"1539","[O-][N+](=O)C1=CC=C(\C=C\C(=O)C2=CC=CC=C2)C=C1","[O-][N+](=O)C1=CC=C(\C=C\C(=O)C2=CC=CC=C2)C=C1"
"1540","CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1","CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1"
"1541","CCN(CC)CCNC(=O)COC1=CC=C(Cl)C=C1","CCN(CC)CCNC(=O)COC1=CC=C(Cl)C=C1"
"1542","OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1","OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1"
"1543","CCNC1=NC(NCC)=NC(Cl)=N1","CCNC1=NC(NCC)=NC(Cl)=N1"
"1544","OC1=CC=C(NC2=CC=CC=C2)C=C1","OC1=CC=C(NC2=CC=CC=C2)C=C1"
"1545","N(C1=CC=CC=C1)C1=CC=CC=C1","N(C1=CC=CC=C1)C1=CC=CC=C1"
"1546","CCCCCC(C=O)=CC1=CC=CC=C1","CCCCCC(C=O)=CC1=CC=CC=C1"
"1547","CC(C)OC(=O)NC1=CC=CC=C1","CC(C)OC(=O)NC1=CC=CC=C1"
"1548","CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1","CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1"
"1549","FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1","FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1"
"1550","CC(=O)OC1=CC=CC(C)=C1","CC(=O)OC1=CC=CC(C)=C1"
"1551","COC1=CC(CCC(C)=O)=CC=C1O","COC1=CC(CCC(C)=O)=CC=C1O"
"1552","C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2","C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2"
"1553","CCOC(OCC)OCC","CCOC(OCC)OCC"
"1554","[Na+].CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C([O-])=O)=C1I","[Na+].CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C([O-])=O)=C1I"
"1555","CCOP(OCC)OCC","CCOP(OCC)OCC"
"1556","Cl.CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2","Cl.CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2"
"1557","Cl.CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C","Cl.CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C"
"1558","CC(=O)C=CC1=CC=CC=C1","CC(=O)C=CC1=CC=CC=C1"
"1559","OC(=O)COC1=CC=CC=C1","OC(=O)COC1=CC=CC=C1"
"1560","C(OC1=CC=CC=C1)C1CO1","C(OC1=CC=CC=C1)C1CO1"
"1561","CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC","CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC"
"1562","CCC(=O)OCC1=CC=CC=C1","CCC(=O)OCC1=CC=CC=C1"
"1563","CC(O)C(=O)O[Hg]C1=CC=CC=C1","CC(O)C(=O)O[Hg]C1=CC=CC=C1"
"1564","OC(=O)\C=C\C(O)=O.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1","OC(=O)\C=C\C(O)=O.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1"
"1565","N(NC1=CC=CC=C1)C1=CC=CC=C1","N(NC1=CC=CC=C1)C1=CC=CC=C1"
"1566","CC(C)COC(=O)C=CC1=CC=CC=C1","CC(C)COC(=O)C=CC1=CC=CC=C1"
"1567","O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1","O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1"
"1568","O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1","O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1"
"1569","CCC(=O)OCCC1=CC=CC=C1","CCC(=O)OCCC1=CC=CC=C1"
"1570","CC(=O)OCCCC1=CC=CC=C1","CC(=O)OCCCC1=CC=CC=C1"
"1571","CC(C)CCOCC1=CC=CC=C1","CC(C)CCOCC1=CC=CC=C1"
"1572","O=CCC1=CC=CC=C1","O=CCC1=CC=CC=C1"
"1573","O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O","O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O"
"1574","CC(=O)NC1=CC=C(N)C=C1","CC(=O)NC1=CC=C(N)C=C1"
"1575","CCOC1=CC=C(NC(=O)CC(C)=O)C=C1","CCOC1=CC=C(NC(=O)CC(C)=O)C=C1"
"1576","CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl","CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl"
"1577","OS(O)(=O)=O.CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3=CC=C(N)N3CCO)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1","OS(O)(=O)=O.CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3=CC=C(N)N3CCO)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1"
"1578","Cl.CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2","Cl.CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2"
"1579","OC(=O)COC1=CC=C(Cl)C=C1","OC(=O)COC1=CC=C(Cl)C=C1"
"1580","Cl.COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1","Cl.COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1"
"1581","COC1=CC=C(COC=O)C=C1","COC1=CC=C(COC=O)C=C1"
"1582","Cl.CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2","Cl.CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2"
"1583","CCS(=O)(=O)C1=CC=CN=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1","CCS(=O)(=O)C1=CC=CN=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1"
"1584","Cl.CN1CCC(CN2C3=C(SC4=C2C=CC=C4)C=CC=C3)C1","Cl.CN1CCC(CN2C3=C(SC4=C2C=CC=C4)C=CC=C3)C1"
"1585","OCCN1CCN(CCO)CC1","OCCN1CCN(CCO)CC1"
"1586","OCCCC1=CC=CC=C1","OCCCC1=CC=CC=C1"
"1587","OCCOC1=CC=CC=C1","OCCOC1=CC=CC=C1"
"1588","NCCCN1CCOCC1","NCCCN1CCOCC1"
"1589","CCCCCCCCCCCCC1=CC=CC=C1","CCCCCCCCCCCCC1=CC=CC=C1"
"1590","CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@]12C)C(=O)COC","CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@]12C)C(=O)COC"
"1591","CCCCCCCCCCCCCC1=CC=CC=C1","CCCCCCCCCCCCCC1=CC=CC=C1"
"1592","[Cl-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1","[Cl-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1"
"1593","CN1C(=O)COC2=C(C=C(Cl)C=C12)C(=O)NC1CN2CCC1CC2","CN1C(=O)COC2=C(C=C(Cl)C=C12)C(=O)NC1CN2CCC1CC2"
"1594","CCCCC(CC)C=O","CCCCC(CC)C=O"
"1595","CCC1=CC=C(O)C=C1","CCC1=CC=C(O)C=C1"
"1596","CSC1=CC=C(Cl)C=C1","CSC1=CC=C(Cl)C=C1"
"1597","COC1=CC=C(C=O)C=C1","COC1=CC=C(C=O)C=C1"
"1598","COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1","COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1"
"1599","CCCC(C)C=O","CCCC(C)C=O"
"1600","CC(C)CC(C)CC(O)CC(C)C","CC(C)CC(C)CC(O)CC(C)C"
"1601","O.Cl.[Cl-].CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1","O.Cl.[Cl-].CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1"
"1602","CC(C)CC(C)CC(=O)CC(C)C","CC(C)CC(C)CC(=O)CC(C)C"
"1603","CCOC(=O)CCC(=O)OCC","CCOC(=O)CCC(=O)OCC"
"1604","CN1[C@H]2CC[C@@H]1C[C@@H](C2)NC(=O)N1C(=O)NC2=CC=CC=C12","CN1[C@H]2CC[C@@H]1C[C@@H](C2)NC(=O)N1C(=O)NC2=CC=CC=C12"
"1605","CCCCCCCCC(=O)OCC","CCCCCCCCC(=O)OCC"
"1606","NC1=CC=C(O)C=C1","NC1=CC=C(O)C=C1"
"1607","CC1=NNC(=O)N(C1)\N=C\C1=CC=CN=C1","CC1=NNC(=O)N(C1)\N=C\C1=CC=CN=C1"
"1608","NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F","NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F"
"1609","OC1=CC=C(O)C=C1","OC1=CC=C(O)C=C1"
"1610","O=C1NNC(=O)C=C1","O=C1NNC(=O)C=C1"
"1611","O.OS(O)(=O)=O.COC1=CC=C(N)C=C1N","O.OS(O)(=O)=O.COC1=CC=C(N)C=C1N"
"1612","OCC(O)COCC=C","OCC(O)COCC=C"
"1613","[Na+].COC1=CC(OC)=NC(SC2=C(C([O-])=O)C(Cl)=CC=C2)=N1","[Na+].COC1=CC(OC)=NC(SC2=C(C([O-])=O)C(Cl)=CC=C2)=N1"
"1614","CC(C)=CCCC(=C)C=C","CC(C)=CCCC(=C)C=C"
"1615","CCC=O","CCC=O"
"1616","[OH-].C[N+](C)(C)CCO","[OH-].C[N+](C)(C)CCO"
"1617","CC(=O)CC(C)(C)O","CC(=O)CC(C)(C)O"
"1618","CCOC1=CC=C(NC(=S)NC2=CC=C(OCC)C=C2)C=C1","CCOC1=CC=C(NC(=S)NC2=CC=C(OCC)C=C2)C=C1"
"1619","CC1SC2=C(C(O)=O)C(=O)C3=CC(F)=C(C=C3N12)N1CCN(CC2=C(C)OC(=O)O2)CC1","CC1SC2=C(C(O)=O)C(=O)C3=CC(F)=C(C=C3N12)N1CCN(CC2=C(C)OC(=O)O2)CC1"
"1620","CC(C)CCO","CC(C)CCO"
"1621","CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1","CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1"
"1622","CC(=O)CC(C)=O","CC(=O)CC(C)=O"
"1623","CC(=O)OCC(=O)NC1=CC(=CC(NC(=O)COC(C)=O)=C1Cl)C#N","CC(=O)OCC(=O)NC1=CC(=CC(NC(=O)COC(C)=O)=C1Cl)C#N"
"1624","O=C1CCC(=O)N1","O=C1CCC(=O)N1"
"1625","Cl.OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1","Cl.OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1"
"1626","CCC(=O)OC(=O)CC","CCC(=O)OC(=O)CC"
"1627","CC1OC(C)OC(C)O1","CC1OC(C)OC(C)O1"
"1628","CCCCCC(=O)OCC","CCCCCC(=O)OCC"
"1629","CS(=O)(=O)NC1=CC2=C(C=C1OC1=CC=CC=C1)C(=O)C(NC=O)=CO2","CS(=O)(=O)NC1=CC2=C(C=C1OC1=CC=CC=C1)C(=O)C(NC=O)=CO2"
"1630","CCCC=O","CCCC=O"
"1631","CC(=O)CCC(O)=O","CC(=O)CCC(O)=O"
"1632","NC(=O)N=NC(N)=O","NC(=O)N=NC(N)=O"
"1633","SCC(=O)OCCOC(=O)CS","SCC(=O)OCCOC(=O)CS"
"1634","CCCCOC(C)=O","CCCCOC(C)=O"
"1635","C1COCCO1","C1COCCO1"
"1636","CC(C)CCOC(C)=O","CC(C)CCOC(C)=O"
"1637","C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=NON=C5C[C@]4(C)[C@H]3CC[C@]12C","C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=NON=C5C[C@]4(C)[C@H]3CC[C@]12C"
"1638","CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO","CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO"
"1639","[Br-].CC[N+]1=C(C2=CC=CC=C2)C2=CC(N)=CC=C2C2=CC=C(N)C=C12","[Br-].CC[N+]1=C(C2=CC=CC=C2)C2=CC(N)=CC=C2C2=CC=C(N)C=C12"
"1640","CCCCCCC(C)O","CCCCCCC(C)O"
"1641","OC(=O)CCCCCCCC(O)=O","OC(=O)CCCCCCCC(O)=O"
"1642","C=CCNCC=C","C=CCNCC=C"
"1643","[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CC","[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CC"
"1644","OC(=O)CCCCC(O)=O","OC(=O)CCCCC(O)=O"
"1645","ClC(=O)OCCOC(Cl)=O","ClC(=O)OCCOC(Cl)=O"
"1646","CCCCCCCCCCCCCC(=O)OCC","CCCCCCCCCCCCCC(=O)OCC"
"1647","CCCCCCCC(O)=O","CCCCCCCC(O)=O"
"1648","NCCCCCCN","NCCCCCCN"
"1649","CCCCCCCCCCCCCC(=O)OC","CCCCCCCCCCCCCC(=O)OC"
"1650","CCCCCCCC#N","CCCCCCCC#N"
"1651","CCCCCCCC=O","CCCCCCCC=O"
"1652","CCCCOCCOCCOC(C)=O","CCCCOCCOCCOC(C)=O"
"1653","CCCCCCCCCC","CCCCCCCCCC"
"1654","CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1","CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1"
"1655","CCCCCCCCC=O","CCCCCCCCC=O"
"1656","CCCCCCCCCCCCN","CCCCCCCCCCCCN"
"1657","CCCCCCCCCCCCCC=O","CCCCCCCCCCCCCC=O"
"1658","[Mn++].[S-]C(=S)NCCNC([S-])=S","[Mn++].[S-]C(=S)NCCNC([S-])=S"
"1659","CCCCCCCCCCCCCCCCCCN(C)C","CCCCCCCCCCCCCCCCCCN(C)C"
"1660","CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)CC1=CC=CC2=C1C=CO2","CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)CC1=CC=CC2=C1C=CO2"
"1661","CNC","CNC"
"1662","OO.NC(N)=O","OO.NC(N)=O"
"1663","Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"
"1664","ClC(Br)Br","ClC(Br)Br"
"1665","FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1","FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1"
"1666","CS(Cl)(=O)=O","CS(Cl)(=O)=O"
"1667","[Cl-].OC[P+](CO)(CO)CO","[Cl-].OC[P+](CO)(CO)CO"
"1668","CC(C)(N)CO","CC(C)(N)CO"
"1669","C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO","C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO"
"1670","CS(O)(=O)=O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COC2=C(O1)C=CC=C2","CS(O)(=O)=O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COC2=C(O1)C=CC=C2"
"1671","CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2","CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2"
"1672","OC(=O)CCC(O)=O.C[C@H]1[C@H]2CC3=C(C=C(O)C=C3)[C@]1(C)CCN2CC=C(C)C","OC(=O)CCC(O)=O.C[C@H]1[C@H]2CC3=C(C=C(O)C=C3)[C@]1(C)CCN2CC=C(C)C"
"1673","OC(=O)CCC(O)=O.C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CC=C(C)C","OC(=O)CCC(O)=O.C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CC=C(C)C"
"1674","Cl.CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O","Cl.CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O"
"1675","Cl.COC(=O)C1=CC=CC=C1C(=O)C1=CC=C(OCCN2CCCCC2)C=C1","Cl.COC(=O)C1=CC=CC=C1C(=O)C1=CC=C(OCCN2CCCCC2)C=C1"
"1676","CC1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O","CC1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O"
"1677","CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C","CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C"
"1678","C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO","C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO"
"1679","[Na+].C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC([O-])=O","[Na+].C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC([O-])=O"
"1680","CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1","CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1"
"1681","CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C","CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C"
"1682","OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1","OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1"
"1683","CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1","CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1"
"1684","CC1=CC(=C(C)C=C1O)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=C(C)C=C(O)C(C)=C1","CC1=CC(=C(C)C=C1O)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=C(C)C=C(O)C(C)=C1"
"1685","OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O.CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC","OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O.CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC"
"1686","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1"
"1687","[Na+].COC1=CC(OC)=NC(OC2=CC=CC(OC3=NC(OC)=CC(OC)=N3)=C2C([O-])=O)=N1","[Na+].COC1=CC(OC)=NC(OC2=CC=CC(OC3=NC(OC)=CC(OC)=N3)=C2C([O-])=O)=N1"
"1688","C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1","C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1"
"1689","[Br-].CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","[Br-].CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1"
"1690","Cl.CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1","Cl.CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1"
"1691","CC(=O)OCC(=O)[C@@]1(O)C(=C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C","CC(=O)OCC(=O)[C@@]1(O)C(=C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C"
